18,27af011f1ebcc0867bb168193e6a9d27
12,3e5cc4006667756b128e551a166d5861
2,3fa2974b1f70109275811beb1ae321c9
21,5c21f017407dbb74aea300b42e85dd30
20,5ed8f8f3a98e669d81b30c56825e0870
1,6310bd545c25bc818bce75d76bc259a1
16,7af6ae689696e9ea838fbb88ee9afb78
6,801efb14d6457f799fd2becee6d07b72
15,83c246c4ed456dea2a15d054f16009b3
11,8b1b6b50ee8e9d52ac980948823b441f
4,98f53519513214e968c569829a1471bb
8,9d5fa8335722caf15c7501355831afdd
5,a5e4fa1c4fdfceff6877d2ba21ae0b91
9,a6db2d87f1e7a32216e5041a1920f12e
17,acc9603a819dc23a606ac6c1b9105b6d
13,b93f0c1f2e8178c7ce1d957ab357dd77
19,c1d9eada909d2d5dbe078f25f1038508
3,cf3381318906e1e08f58bca905636dc0
7,d94c20c00db235bb6fccc68f06f100c7
14,efbe1f58b1e2984ddc53a64f047d94ff
10,f1e34308d952529287ada31976faec95
,x